,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,POP_STATUS,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,ISL_CODE,ISL_SLOPE,SITE_SLOPE_100m,SITE_SLOPE_200m,SITE_SLOPE_400m,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,CYANO,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,UNKNOWN,TotFish
1525,5114,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00323,MAI,4.052617821,1.129685792,1.437006446,1.742132685,03/09/2012,Forereef,Mid,20.87150677,-156.6847223,14.35,4,0,40,0,10,43.5,2.5,0,NA,0.1625,0.098737244,0.3,2,1,0,0.052079829,0.083596881,0.566114504,0,0.701791214
1526,5115,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00398,MAI,4.052617821,2.057768629,1.992382421,2.109264055,03/09/2012,Forereef,Mid,20.81926781,-156.6312549,6.25,15,0,1,3,36,45,0,0,NA,0.2925,0.285176768,1,2,1,0.922130311,0.945191923,2.285166701,2.208103755,0,6.360592689
1527,5116,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00371,MAI,4.052617821,,1.926452219,3.973134683,03/09/2012,Forereef,Shallow,20.78993828,-156.564613,2.1,25,0,2.5,37.5,32.5,2.5,0,0,NA,0.49125,0.308679665,1.5,2,1,0.566421896,0.018249767,5.188198674,1.800003854,0,7.57287419
1528,5118,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefDeep,MAI_KIHEI,MAI-00364,MAI,4.052617821,0.820111617,0.884392376,1.214417029,03/09/2012,Forereef,Deep,20.76039961,-156.4781807,19.25,55,0,0.5,1,16,27.5,0,0,NA,0.46375,0.275923197,1.25,2,1,5.23334742,0,7.534845918,9.385597553,0,22.15379089
1529,5119,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00361,MAI,4.052617821,1.411018334,1.246936253,1.366736912,03/09/2012,Forereef,Mid,20.70014211,-156.4515363,17.1,45,0,2.5,5.5,37,10,0,0,NA,0.44125,0.35311212,1.25,2,1,4.589212057,2.109015776,12.72364725,7.909032544,0,27.33090763
1530,5120,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00366,MAI,4.052617821,1.657515053,1.520968047,1.528655122,03/09/2012,Forereef,Mid,20.64986276,-156.4455034,7,3.5,0,2,0.5,89,5,0,0,NA,0.119,0.083,0.575,2,1,0,0.00394195,0.24105174,3.439423078,0,3.684416768
1531,5121,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00173,LAN,3.401320512,1.197579432,1.932562846,3.241224623,04/09/2012,Forereef,Shallow,20.73717436,-156.9180317,5.75,5.5,0,0,2,87.5,5,0,0,NA,0.655,0.549628288,2.1,2,1,0,0.246006857,8.530718876,4.976589928,0,13.75331566
1532,5122,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00172,LAN,3.401320512,,4.398524862,7.505021931,04/09/2012,Forereef,Shallow,20.74234214,-156.9706601,2.9,8,0,2,5.5,84.5,0,0,0,NA,0.69125,0.510180214,2.25,2,1,0.507311364,0.624080339,4.587622607,2.647262077,0,8.366276387
1533,5123,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00234,LAN,3.401320512,7.956434522,6.694652311,5.659422242,04/09/2012,Forereef,Mid,20.79500078,-156.990998,11.65,11.5,0,6,2.5,72.5,7.5,0,0,NA,0.44,0.368511559,1.35,2,1,0,0.701207395,1.961439339,4.346861218,0,7.009507952
1534,5124,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00197,LAN,3.401320512,6.127044269,5.42710566,3.975850538,04/09/2012,Forereef,Mid,20.80893712,-156.9878971,11.75,15,0,3.5,1.5,72.5,7.5,0,0,NA,0.7425,0.795852149,3.5,2,1,2.158523288,0.957522577,13.36783928,4.830931263,0,21.31481641
1535,5125,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00193,LAN,3.401320512,5.182584381,6.819850922,7.802499034,04/09/2012,Forereef,Shallow,20.83457795,-156.9969382,2.55,12.5,0,0,7.5,80,0,0,0,NA,0.6275,0.368204812,1.65,2,1,4.312566142,0.748935245,9.181781132,6.262061469,0,20.50534399
1536,5127,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00178,LAN,3.401320512,2.903691615,2.863496179,3.486356033,04/09/2012,Forereef,Mid,20.74177066,-156.8753089,11.7,15,0,6.5,0,74,4,0,0.5,NA,0.9425,0.595117575,2.2,2,1,0.380796457,0,10.12469352,3.139256427,0,13.64474641
1537,5128,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00199,LAN,3.401320512,4.951298855,4.238322325,3.827527543,04/09/2012,Forereef,Mid,20.7340511,-156.887695,10.6,45,0,15,10,30,0,0,0,NA,0.56375,0.305936413,1.3,2,1,0.580049394,25.64065956,20.72259954,2.223342353,0,49.16665085
1538,5129,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00201,LAN,3.401320512,9.665113449,8.246395048,8.215705421,04/09/2012,Forereef,Shallow,20.73700513,-156.9676673,5.55,25,0,2.5,10,62,0,0,0.5,NA,0.69875,0.644935003,3.7,2,1,0.746701941,1.747026536,16.74446336,4.423400352,0,23.66159218
1539,5132,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00235,LAN,3.401320512,4.00756164,3.670609881,3.39083256,04/09/2012,Forereef,Shallow,20.81730184,-156.9885845,5.4,16,0,2,3,71,7.5,0,0.5,NA,0.9325,0.742667737,2.85,2,1,1.226072798,0.132931301,8.478793375,6.052457971,0,15.89025545
1540,5133,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00205,LAN,3.401320512,7.772687045,7.028519385,5.66692494,04/09/2012,Forereef,Mid,20.79437683,-156.9913586,9.35,22.5,0,3.5,0,69,5,0,0,NA,0.95625,0.7639391,2.75,2,1,0.041570493,1.653114867,4.251249222,2.667531798,0,8.613466381
1541,5134,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefMid,LAN_SOUTH,LAN-00171,LAN,3.401320512,4.15782251,4.037962247,4.033398287,04/09/2012,Forereef,Mid,20.76771802,-156.8272706,10.15,37,0,12,15.5,29.25,5,1.25,0,NA,0.6575,0.329712262,1.3,4,2,4.979144346,7.0033102,12.54595863,3.076812336,0,27.60522551
1542,5135,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefDeep,LAN_SOUTH,LAN-00231,LAN,3.401320512,5.647581376,4.162266706,3.451036626,04/09/2012,Forereef,Deep,20.73068166,-156.892778,24.75,17.5,0,8.5,2.5,50,20,1.5,0,NA,0.65625,0.52023602,2,2,1,1.127641066,2.906012022,26.57365078,15.75927902,0,46.36658288
1543,5136,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefDeep,LAN_SOUTH,LAN-00196,LAN,3.401320512,5.321286293,4.99647359,6.363313901,04/09/2012,Forereef,Deep,20.79129195,-156.9909638,19.75,13,0,4,0,50.5,32.5,0,0,NA,0.3025,0.450086992,2.2,2,1,4.387854551,17.20536796,8.208280363,4.10368741,0,33.90519028
1544,5137,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefDeep,LAN_SOUTH,LAN-00194,LAN,3.401320512,6.627185685,6.148216292,5.274855035,04/09/2012,Forereef,Deep,20.88139599,-157.0589348,22.65,13.5,0,12.5,3,62.5,8.5,0,0,NA,0.49875,0.458207883,2.125,2,1,11.19885986,6.748993686,6.001921222,5.708934613,0,29.65870938
1545,5138,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefShallow,LAN_SOUTH,LAN-00200,LAN,3.401320512,5.099052111,5.340675421,5.525338968,04/09/2012,Forereef,Shallow,20.88422656,-157.0583993,5.25,10,0,3.5,3,76,7.5,0,0,NA,1.28625,0.898069804,3.5,2,1,0.471509889,9.881912726,18.89949313,5.105890065,0,34.35880581
1546,5139,nSPC,2012,MHI,Main Hawaiian Islands,Lanai,P,LAN_SOUTH,2010-12,ForereefDeep,LAN_SOUTH,LAN-00192,LAN,3.401320512,4.006932565,3.336514637,2.790649607,04/09/2012,Forereef,Deep,20.90005201,-157.0615841,19.45,7.5,0,11,0.5,62.5,17.5,1,0,NA,0.59775,0.532818809,2.5,2,1,0.85517044,0.962478648,3.142755573,6.613667674,0,11.57407234
1547,5141,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00369,MAI,4.052617821,4.338762021,3.394185959,2.484542227,05/09/2012,Forereef,Mid,20.63658616,-156.4537533,9.9,50,0,1.5,6,25,17.5,0,0,NA,0.43375,0.301009396,1.5,2,1,3.780679763,18.17385066,8.733744857,5.050100673,0,35.73837596
1548,5142,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_MOLOKINI,2010-12,ForereefDeep,MAI_MOLOKINI,MAI-00360,MAI,4.052617821,28.86851056,24.05616709,14.06080101,05/09/2012,Forereef,Deep,20.63127539,-156.4932424,24.3,40,0,6,16,35,0,3,0,NA,0.9825,0.999021807,4.5,2,1,0.885058516,25.01476973,23.53871947,9.35666344,0,58.79521115
1549,5143,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00367,MAI,4.052617821,0.533929784,0.677882107,0.700344223,05/09/2012,Forereef,Mid,20.72269924,-156.457215,13.4,65,0,1,3.5,25.5,5,0,0,NA,0.6225,0.575471485,2.1,2,1,7.222773525,1.809082429,15.14345686,6.270500407,0,30.44581322
1550,5144,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00294,MAI,4.052617821,0.839876175,0.994547821,1.014183777,05/09/2012,Forereef,Mid,20.61876959,-156.4472127,16.15,3,0,0.5,3,66,20,7.5,0,NA,0.11375,0.049937343,0.25,2,1,0,0.084815304,4.911255312,0.946005491,0,5.942076107
1551,5145,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00365,MAI,4.052617821,0.814049379,0.9335362,0.961582517,05/09/2012,Forereef,Mid,20.62010935,-156.4480538,15.35,3,0,1,3,73,20,0,0,NA,0.1375,0.0975,0.55,2,1,0,0.14023932,0.126500905,4.412611819,0,4.679352044
1552,5146,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00298,MAI,4.052617821,2.424937844,2.29644118,2.294198738,05/09/2012,Forereef,Shallow,20.63993926,-156.4493465,3.35,70,0,2.5,3.5,18.5,5.5,0,0,NA,0.77375,0.39685335,1.75,2,1,1.417349226,3.320317339,6.448943268,1.52726844,0,12.71387827
1553,5147,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00297,MAI,4.052617821,0.975189829,1.200324376,1.577298089,05/09/2012,Forereef,Shallow,20.62447859,-156.4433629,4.35,25,0,0.5,7.5,65.5,1.5,0,0,NA,0.58125,0.440286675,1.6,2,1,0,1.302668355,7.72692304,2.562326456,0,11.59191785
1554,5148,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefDeep,MAI_KIHEI,MAI-00362,MAI,4.052617821,1.716013835,1.852573048,1.402045529,05/09/2012,Forereef,Deep,20.71582641,-156.4580537,20.7,65,0,0,10,22.5,2.5,0,0,NA,0.3925,0.164044947,0.65,2,1,0.826557234,0.580250034,7.114609144,2.131010871,0,10.65242728
1555,5149,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00290,MAI,4.052617821,0.652406015,1.164554475,1.534400695,05/09/2012,Forereef,Mid,20.70393987,-156.4506148,11.6,60,0,0,7.5,10,22.5,0,0,NA,0.845,0.537785899,2.25,2,1,1.180597242,0.00365079,16.51356148,4.05345834,0,21.75126785
1556,5150,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00293,MAI,4.052617821,0.822320519,0.704029012,0.715867691,05/09/2012,Forereef,Mid,20.71804267,-156.4550511,14.4,65,0,0,1,30,4,0,0,NA,0.5675,0.373293075,1.1,2,1,1.383202623,0.014828804,8.114251943,3.722262134,0,13.2345455
1557,5151,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00349,MOL,4.054852879,1.4423877,1.330934184,1.221583076,06/09/2012,Forereef,Shallow,21.18616693,-157.2502475,4.95,1,0,39.5,5.5,44,10,0,0,NA,0.15125,0.141305299,0.8,2,1,0.158648495,0.112854975,2.68478691,4.118448616,0,7.074738996
1558,5152,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00344,MOL,4.054852879,1.046327032,1.115047855,1.062367144,06/09/2012,Forereef,Mid,21.18242575,-157.2549909,11.45,3.5,0,70,0.5,22.5,3.5,0,0,NA,0.11875,0.064743118,0.3,2,1,0,0.086778234,0.517686204,3.979523598,0,4.583988036
1559,5153,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00348,MOL,4.054852879,2.599793809,2.041760948,1.566977424,06/09/2012,Forereef,Shallow,21.17287751,-157.2568479,4.45,2.5,0,23.5,0.5,64.5,9,0,0,NA,0.315,0.319105848,1.125,2,1,0,0.850471008,4.616151946,8.677504035,0,14.14412699
1560,5154,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00337,MOL,4.054852879,1.75815708,1.466376002,1.19826685,06/09/2012,Forereef,Deep,21.16783529,-157.2817954,24.7,5.5,0,55,1,20,3.5,15,0,NA,0.115,0.055,0.5,2,1,0.154760225,0.38091175,0.24046364,6.023240573,0,6.799376188
1561,5155,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00392,MOL,4.054852879,1.852295652,1.483112781,1.38645469,06/09/2012,Forereef,Shallow,21.17639632,-157.2535399,3.4,0,0,6.5,1,70,22.5,0,0,NA,0.50125,0.360800672,1.25,2,1,0.077081356,0.235524088,0.891766223,1.084595196,0,2.288966863
1562,5156,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00346,MOL,4.054852879,0.845133657,0.863003596,0.825770123,06/09/2012,Forereef,Mid,21.19357997,-157.2550131,12.35,3.5,0,40,2,39.5,9,6,0,NA,0.23,0.16706186,0.875,2,1,0.009478469,0.011314855,0.251094639,2.732555899,0,3.004443863
1563,5157,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00345,MOL,4.054852879,1.105639724,1.206960487,1.331519521,06/09/2012,Forereef,Mid,21.17985947,-157.2539248,7.4,3.5,7.5,11.5,10,47.5,15,5,0,NA,0.20375,0.1330192,0.5,2,1,0,0,0.058568359,1.390460949,0,1.449029308
1564,5158,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00342,MOL,4.054852879,0.925410623,0.954064847,1.098673644,06/09/2012,Forereef,Mid,21.15869541,-157.282993,14.4,3.5,0,51.5,0,35,7.5,2.5,0,NA,0.809,0.726339976,2,2,1,0,0.357619215,4.278958758,9.295774873,0,13.93235285
1565,5159,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00347,MOL,4.054852879,0.820761849,1.205258078,1.320981198,06/09/2012,Forereef,Shallow,21.11505202,-157.3029655,3.7,7.5,0,20,4.5,63,2.5,2.5,0,NA,0.51125,0.222238446,1.1,2,1,0.971669719,0.29272626,7.746052219,4.129514565,0,13.13996276
1566,5160,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00335,MOL,4.054852879,0.503562796,0.494599712,0.554252281,06/09/2012,Forereef,Deep,21.13264672,-157.3101006,28.85,7,0,6.5,4,72.5,7.5,2.5,0,NA,0.33,0.171327143,0.7,2,1,0,9.576366032,17.94890074,13.23174804,0,40.75701481
1567,5161,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00394,MOL,4.054852879,2.514483333,2.374138013,1.799148828,06/09/2012,Forereef,Shallow,21.1426439,-157.2920089,3.2,8,0,0,12.5,71.5,1,2,5,NA,0.9225,0.437702817,2.15,2,1,0,3.557038194,23.06315474,4.365897676,0,30.98609061
1568,5162,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00343,MOL,4.054852879,3.310147302,3.14736233,2.746699612,06/09/2012,Forereef,Mid,21.21354592,-157.2599227,15.2,8.5,0,62.5,0,9,17.5,2.5,0,NA,0.2725,0.23856365,0.75,2,1,0.004923854,0.347437971,2.9637141,4.282378765,0,7.598454691
1569,5163,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00339,MOL,4.054852879,0.983295662,1.035660999,1.089137553,06/09/2012,Forereef,Deep,21.16681672,-157.2798926,21.05,4.5,0,25,1.5,60,7.5,1.5,0,NA,0.275,0.203511445,0.9,2,1,0,11.32297889,49.99658198,11.51948158,0,72.83904244
1570,5164,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00341,MOL,4.054852879,1.621226455,1.888898969,1.560005187,06/09/2012,Forereef,Mid,21.14505521,-157.2923449,11.8,3,0,27.5,0.5,59,10,0,0,NA,0.125,0.075,0.45,2,1,0,0,4.73275222,2.577042929,0,7.309795149
1571,5165,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00336,MOL,4.054852879,0.841518176,0.9758499,0.911948072,06/09/2012,Forereef,Deep,21.14830051,-157.2999522,28.9,1,0,31.5,1,56.5,9.5,0.5,0,NA,0.13125,0.077243118,0.4,2,1,0,0.136724767,0.171863577,3.551566657,0,3.860155001
1572,5166,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00340,MOL,4.054852879,0.187747008,0.275193857,0.425808751,06/09/2012,Forereef,Deep,21.13831104,-157.3089883,29.25,1,0,5,0.5,66,27.5,0,0,NA,0.15125,0.127741875,0.525,2,1,0.016859037,0.00320066,0.075099715,4.257157806,0,4.352317219
1573,5167,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00338,MOL,4.054852879,0.825698435,0.916013471,0.808724349,06/09/2012,Forereef,Deep,21.12725456,-157.3078998,22.8,3,0,40,0.5,49.5,7,0,0,NA,0.14375,0.084525315,0.4,2,1,2.037722215,2.468460596,57.00929374,5.629800262,0,67.14527681
1574,5168,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00393,MOL,4.054852879,1.905535638,1.609620531,1.441622239,06/09/2012,Forereef,Shallow,21.10672074,-157.3077419,3.05,1.5,0,14,1.5,80.5,2.5,0,0,NA,0.2605,0.150136302,0.9,2,1,0,0.004393672,0.761830192,1.916032551,0,2.682256414
1575,5170,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00225,MOL,4.054852879,2.613788458,2.235323596,1.986416859,07/09/2012,Forereef,Mid,21.16696642,-156.8543447,11.5,4.5,0,6.5,4,80,5,0,0,NA,0.74,0.578049216,2.9,2,1,0,0.216919889,2.293905959,8.795188572,0,11.30601442
1576,5171,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00179,MOL,4.054852879,3.0279022,2.965708491,2.704545928,07/09/2012,Forereef,Mid,21.17483829,-156.8092223,10,3.5,0,6.5,5,77.5,7.5,0,0,NA,1.3375,0.90157888,4,2,1,0,0.020818616,4.552452575,14.49129987,0,19.06457106
1577,5172,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00170,MOL,4.054852879,6.76816199,6.619326484,4.57035257,07/09/2012,Forereef,Deep,21.18048425,-156.8019791,22.3,22.5,0,7.5,2.5,67.5,0,0,0,NA,0.7475,0.548944711,2.25,2,1,12.78484318,38.7780034,42.72120668,69.7258516,0,164.0099049
1578,5173,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00226,MOL,4.054852879,,5.20024848,2.838185533,07/09/2012,Forereef,Shallow,21.16588541,-156.8739282,4.75,17.5,0,0,15,65,2.5,0,0,NA,1.1725,0.685066041,2.75,2,1,0.268511776,2.210458494,3.415660322,15.01552161,0,20.9101522
1579,5174,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00176,MOL,4.054852879,3.040320699,2.733176107,2.448989173,07/09/2012,Forereef,Mid,21.16954386,-156.8449286,10.65,1.5,0,19.5,0,26.5,52.5,0,0,NA,0.42625,0.433940235,1.6,2,1,0,0.114511276,0.30592161,9.409364995,0,9.829797881
1580,5175,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00227,MOL,4.054852879,1.896250719,2.783874832,2.994569838,07/09/2012,Forereef,Shallow,21.17580506,-156.7534401,5.5,6,0,0,14,77.5,2.5,0,0,NA,1.17375,0.519668348,2.5,2,1,0.389416406,0.821696027,185.7517636,8.79342516,0,195.7563011
1581,5176,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00216,MOL,4.054852879,3.372833509,3.132795203,3.699751666,07/09/2012,Forereef,Deep,21.17841694,-156.8069219,21.1,5,0,27.5,3.5,34,27.5,2.5,0,NA,0.5945,0.393002911,1.7,2,1,0,0.403125044,22.75365545,13.66970166,0,36.82648215
1582,5177,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00219,MOL,4.054852879,2.004417814,3.011725934,2.584368218,07/09/2012,Forereef,Deep,21.167987,-156.8759834,18.75,2.5,0,3,0.5,90.5,2.5,0,1,NA,0.2525,0.281888299,1.3,2,1,0.361369477,0.46893835,3.240028154,19.62304365,0,23.69337963
1583,5178,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00183,MOL,4.054852879,6.831597805,6.951724299,4.684234387,07/09/2012,Forereef,Shallow,21.16966112,-156.7352138,4.45,11,0,0,26.5,60,0,0,2.5,NA,1.10875,0.486047216,2.5,2,1,0.928403835,2.406533679,44.70227917,10.51870584,0,58.55592253
1584,5179,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00180,MOL,4.054852879,3.624195557,3.802810753,3.353015735,07/09/2012,Forereef,Mid,21.16858103,-156.9073026,13.5,4,0,11,6,76.5,2.5,0,0,NA,0.8075,0.519885912,2.4,2,1,1.150476671,15.37938759,62.51284213,33.73332426,0,112.7760307
1585,5180,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00171,MOL,4.054852879,1.123605077,1.257034121,1.595939613,07/09/2012,Forereef,Deep,21.16375909,-156.7278998,27.1,1.5,0,4.5,0,61,32.5,0.5,0,NA,0.1225,0.098075226,0.525,2,1,0,0.505303884,2.677151682,4.24211296,0,7.424568525
1586,5182,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00178,MOL,4.054852879,1.731267563,1.925081133,2.844062599,07/09/2012,Forereef,Mid,21.17599499,-156.8209477,16.85,4,0,12.5,3,70.5,10,0,0,NA,0.81125,0.583518892,2.35,2,1,8.522625521,7.132446397,18.0813219,23.56475999,0,57.30115381
1587,5183,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00172,MOL,4.054852879,6.837806493,4.499374565,3.525583138,07/09/2012,Forereef,Deep,21.16536213,-156.9020813,20.9,0.5,0,20,0,69.5,10,0,0,NA,0.3975,0.239986595,1.15,2,1,0,0.597531673,1.729770277,3.061026368,0,5.388328318
1588,5184,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00218,MOL,4.054852879,5.517059346,4.929715536,3.95875511,07/09/2012,Forereef,Deep,21.17104816,-156.9132464,23.65,1,0,19,1,72.5,6.5,0,0,NA,1.2725,0.939237049,3.75,2,1,9.906023608,1.63045734,39.21464117,9.513821483,0,60.2649436
1589,5185,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,P,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00177,MOL,4.054852879,5.190824366,4.839049653,4.516243931,07/09/2012,Forereef,Mid,21.1887737,-156.9479494,14.5,5,0,2.5,2.5,87.5,2.5,0,0,NA,0.66375,0.333418915,2,2,1,8.57489369,2.70108523,83.21736786,22.09515121,0,116.588498
